word,lists,seen_tokens,seen_articles,last_seen
dictionary,NAWL,0,0,
die,NGSL;Spoken,0,0,
diet,NGSL,0,0,
differ,NGSL,0,0,
difference,NGSL;Spoken,0,0,
different,NGSL;Spoken,0,0,
differential,NAWL,0,0,
differentiate,NAWL,0,0,
differentiation,NAWL,0,0,
differently,NGSL,0,0,
difficult,NGSL;Spoken,0,0,
difficulty,NGSL,0,0,
diffusion,NAWL,0,0,
dig,NGSL,0,0,
digital,NGSL,3,1,2025-11-09T08:55:46+00:00
dilemma,NAWL,0,0,
dilute,NAWL,0,0,
dimension,NGSL,0,0,
dimensional,NAWL,0,0,
dinner,NGSL;Spoken,0,0,
dioxide,NAWL,0,0,
direct,NGSL,0,0,
direction,NGSL,0,0,
directive,NAWL,0,0,
directly,NGSL,0,0,
director,NGSL,0,0,
dirty,NGSL,0,0,
disability,NAWL,0,0,
disadvantage,NAWL,0,0,
disagree,NGSL,0,0,
disappear,NGSL,0,0,
disappoint,NGSL,0,0,
disaster,NGSL,0,0,
discharge,NAWL,0,0,
discipline,NGSL,0,0,
discount,NGSL,0,0,
discourse,NAWL,0,0,
discover,NGSL,0,0,
discovery,NGSL,0,0,
discrete,NAWL,0,0,
discrimination,NAWL,0,0,
discuss,NGSL;Spoken,0,0,
discussion,NGSL;Spoken,0,0,
disease,NGSL,0,0,
dish,NGSL,0,0,
disk,NGSL,0,0,
dismiss,NGSL,0,0,
disorder,NGSL,0,0,
displacement,NAWL,0,0,
display,NGSL,0,0,
dispute,NGSL,0,0,
dissection,NAWL,0,0,
dissertation,NAWL,0,0,
dissolve,NAWL,0,0,
distance,NGSL,0,0,
distant,NGSL,0,0,
distinct,NGSL,0,0,
distinction,NGSL,0,0,
distinguish,NGSL,0,0,
distribute,NGSL,0,0,
distribution,NAWL,0,0,
district,NGSL,0,0,
disturb,NGSL,0,0,
disturbance,NAWL,0,0,
diverse,NAWL,0,0,
diversity,NGSL,0,0,
divide,NGSL,0,0,
division,NGSL,0,0,
divorce,NGSL,0,0,
do,NGSL;Spoken,0,0,
doctor,NGSL;Spoken,0,0,
document,NGSL;Spoken,0,0,
dog,NGSL;Spoken,0,0,
dollar,NGSL;Spoken,0,0,
domain,NAWL,0,0,
domestic,NGSL,0,0,
dominance,NAWL,1,1,2025-11-09T08:55:46+00:00
dominant,NAWL,0,0,
dominate,NGSL,0,0,
domination,NAWL,0,0,
donor,NAWL,0,0,
door,NGSL;Spoken,0,0,
dose,NAWL,0,0,
double,NGSL,0,0,
doubt,NGSL,0,0,
down,NGSL;Spoken,0,0,
dozen,NGSL,0,0,
draft,NGSL,0,0,
drag,NGSL,0,0,
drain,NAWL,0,0,
drama,NGSL,0,0,
dramatic,NGSL,0,0,
dramatically,NGSL,0,0,
draw,NGSL;Spoken,0,0,
dream,NGSL,0,0,
dress,NGSL,0,0,
drift,NAWL,0,0,
drink,NGSL;Spoken,0,0,
drive,NGSL;Spoken,0,0,
driver,NGSL,0,0,
drop,NGSL;Spoken,0,0,
drug,NGSL,0,0,
dry,NGSL,0,0,
due,NGSL,0,0,
duration,NAWL,0,0,
during,NGSL;Spoken,0,0,
dust,NGSL,0,0,
duty,NGSL,0,0,
dye,NAWL,0,0,
dynamic,NAWL,0,0,
each,NGSL;Spoken,0,0,
ear,NGSL,0,0,
early,NGSL;Spoken,0,0,
earn,NGSL,0,0,
earth,NGSL,0,0,
ease,NGSL,0,0,
easily,NGSL,0,0,
east,NGSL,0,0,
eastern,NGSL,0,0,
easy,NGSL;Spoken,0,0,
eat,NGSL;Spoken,0,0,
ecological,NAWL,0,0,
ecology,NAWL,0,0,
economic,NGSL,0,0,
economically,NAWL,0,0,
economist,NAWL,0,0,
economy,NGSL,0,0,
edge,NGSL,0,0,
edit,NGSL,0,0,
edition,NGSL,0,0,
editor,NGSL,0,0,
educate,NGSL,0,0,
education,NGSL;Spoken,0,0,
educational,NGSL,0,0,
effect,NGSL;Spoken,0,0,
effective,NGSL,0,0,
effectively,NGSL,0,0,
effectiveness,NAWL,0,0,
efficiency,NGSL,0,0,
efficient,NGSL,0,0,
effort,NGSL;Spoken,0,0,
egg,NGSL,0,0,
eight,Spoken,0,0,
eighty,Spoken,0,0,
either,NGSL;Spoken,0,0,
elaborate,NAWL,0,0,
elastic,NAWL,0,0,
elasticity,NAWL,0,0,
elderly,NGSL,0,0,
elect,NGSL,0,0,
election,NGSL,0,0,
electric,NGSL,0,0,
electricity,NGSL,0,0,
electron,NAWL,0,0,
electronic,NGSL,0,0,
element,NGSL,0,0,
elementary,NAWL,0,0,
elevate,NAWL,0,0,
elevation,NAWL,0,0,
eleven,Spoken,0,0,
eliminate,NGSL,0,0,
elimination,NAWL,0,0,
elite,NAWL,0,0,
else,NGSL;Spoken,0,0,
elsewhere,NGSL,0,0,
email,NGSL,0,0,
embarrass,NGSL,0,0,
embed,NAWL,0,0,
embrace,NGSL,0,0,
emerge,NGSL,0,0,
emergence,NAWL,0,0,
emergency,NGSL,0,0,
emission,NAWL,0,0,
emit,NAWL,0,0,
emotion,NGSL,0,0,
emotional,NGSL,0,0,
emperor,NAWL,0,0,
emphasis,NGSL,0,0,
emphasize,NGSL,0,0,
empire,NGSL,0,0,
empirical,NAWL,0,0,
employ,NGSL,0,0,
employee,NGSL,0,0,
employer,NGSL,0,0,
employment,NGSL,0,0,
empty,NGSL,0,0,
enable,NGSL,0,0,
encode,NAWL,0,0,
encounter,NGSL,0,0,
encourage,NGSL,0,0,
end,NGSL;Spoken,0,0,
enemy,NGSL,0,0,
energy,NGSL,0,0,
enforcement,NAWL,0,0,
engage,NGSL,0,0,
engine,NGSL,0,0,
engineer,NGSL,0,0,
enhance,NGSL,0,0,
enjoy,NGSL;Spoken,0,0,
enormous,NGSL,0,0,
enormously,NAWL,0,0,
enough,NGSL;Spoken,0,0,
ensure,NGSL,0,0,
enter,NGSL,0,0,
enterprise,NGSL,0,0,
entertain,NGSL,0,0,
entertainment,NGSL,0,0,
entire,NGSL,0,0,
entirely,NGSL,0,0,
entitle,NGSL,0,0,
entity,NAWL,0,0,
entrance,NGSL,0,0,
entrant,NAWL,0,0,
entry,NGSL,0,0,
envelope,NGSL,0,0,
environment,NGSL,0,0,
environmental,NGSL,0,0,
enzyme,NAWL,0,0,
epidemic,NAWL,0,0,
epidemiology,NAWL,0,0,
episode,NGSL,0,0,
equal,NGSL,0,0,
equality,NAWL,0,0,
equally,NGSL,0,0,
equation,NGSL,0,0,
equilibrium,NAWL,0,0,
equipment,NGSL,0,0,
equivalence,NAWL,0,0,
equivalent,NGSL,0,0,
era,NGSL,0,0,
erase,NAWL,0,0,
error,NGSL,0,0,
escape,NGSL,0,0,
especially,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
essay,NGSL,0,0,
essence,NAWL,0,0,
essential,NGSL,0,0,
essentially,NAWL,0,0,
establish,NGSL,0,0,
establishment,NGSL,0,0,
estate,NGSL,0,0,
estimate,NGSL,0,0,
estimation,NAWL,0,0,
ethical,NAWL,0,0,
ethics,NAWL,0,0,
ethnic,NGSL,0,0,
evaluate,NGSL,0,0,
evaluation,NGSL,0,0,
even,NGSL;Spoken,0,0,
evening,NGSL;Spoken,0,0,
event,NGSL,0,0,
eventually,NGSL,0,0,
ever,NGSL;Spoken,0,0,
every,NGSL;Spoken,0,0,
everybody,NGSL;Spoken,0,0,
everyday,NGSL,0,0,
everyone,NGSL;Spoken,0,0,
everything,NGSL;Spoken,0,0,
everywhere,NGSL,0,0,
evidence,NGSL,0,0,
evident,NAWL,0,0,
evil,NGSL,0,0,
evolution,NGSL,0,0,
evolutionary,NAWL,0,0,
evolve,NGSL,0,0,
ex,NAWL,0,0,
exact,NGSL,0,0,
exactly,NGSL;Spoken,0,0,
exam,NGSL,0,0,
examination,NGSL,0,0,
examine,NGSL,0,0,
example,NGSL;Spoken,0,0,
exceed,NGSL,0,0,
excellent,NGSL,0,0,
except,NGSL,0,0,
exception,NGSL,0,0,
excess,NGSL,0,0,
exchange,NGSL,1,1,2025-11-09T08:55:46+00:00
excite,NGSL,0,0,
excitement,NGSL,0,0,
exclude,NGSL,0,0,
excuse,NGSL,0,0,
execute,NAWL,0,0,
execution,NAWL,0,0,
executive,NGSL,0,0,
exercise,NGSL,0,0,
exhaust,NGSL,0,0,
exhibit,NGSL,0,0,
exhibition,NGSL,0,0,
exist,NGSL,0,0,
existence,NGSL,0,0,
exit,NAWL,0,0,
expand,NGSL,0,0,
expansion,NGSL,0,0,
expect,NGSL;Spoken,0,0,
expectation,NGSL,0,0,
expenditure,NGSL,0,0,
expense,NGSL,0,0,
expensive,NGSL,0,0,
experience,NGSL;Spoken,0,0,
experiment,NGSL,0,0,
experimental,NGSL,0,0,
expert,NGSL,2,1,2025-11-09T08:55:46+00:00
expertise,NAWL,0,0,
explain,NGSL;Spoken,0,0,
explanation,NGSL,0,0,
explicit,NAWL,0,0,
explicitly,NAWL,0,0,
exploit,NAWL,0,0,
explore,NGSL,0,0,
exponential,NAWL,0,0,
export,NGSL,0,0,
expose,NGSL,0,0,
exposure,NGSL,0,0,
express,NGSL,0,0,
expression,NGSL,0,0,
extend,NGSL,0,0,
extension,NGSL,0,0,
extensive,NGSL,0,0,
extent,NGSL,0,0,
external,NGSL,0,0,
extra,NGSL;Spoken,0,0,
extract,NGSL,0,0,
extraordinary,NGSL,0,0,
extreme,NGSL,0,0,
extremely,NGSL,0,0,
eye,NGSL;Spoken,0,0,
fabric,NAWL,0,0,
face,NGSL;Spoken,0,0,
facet,NAWL,0,0,
facilitate,NAWL,0,0,
facility,NGSL,0,0,
fact,NGSL;Spoken,0,0,
factor,NGSL,0,0,
factorial,NAWL,0,0,
factory,NGSL,0,0,
faculty,NAWL,0,0,
fade,NGSL,0,0,
fail,NGSL,0,0,
failure,NGSL,0,0,
fair,NGSL;Spoken,0,0,
fairly,NGSL;Spoken,0,0,
faith,NGSL,0,0,
faithfully,NGSL,0,0,
fall,NGSL;Spoken,0,0,
false,NGSL,0,0,
familiar,NGSL,0,0,
family,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
famous,NGSL,0,0,
fan,NGSL,0,0,
fancy,NGSL,0,0,
fantastic,NGSL,0,0,
far,NGSL;Spoken,0,0,
farm,NGSL,0,0,
farmer,NGSL,0,0,
fascinate,NGSL,0,0,
fashion,NGSL,0,0,
fast,NGSL,0,0,
fat,NGSL,0,0,
father,NGSL;Spoken,0,0,
fatigue,NAWL,0,0,
fault,NGSL,0,0,
favor,NGSL,0,0,
favorite,NGSL,0,0,
fear,NGSL,0,0,
feature,NGSL,0,0,
federal,NGSL,0,0,
fee,NGSL,0,0,
feed,NGSL,0,0,
feedback,NAWL,0,0,
feel,NGSL;Spoken,0,0,
fellow,NGSL,0,0,
female,NGSL,0,0,
fence,NGSL,0,0,
fertility,NAWL,0,0,
festival,NGSL,0,0,
fetal,NAWL,0,0,
fever,NAWL,0,0,
few,NGSL;Spoken,0,0,
fiber,NAWL,0,0,
fiction,NGSL,0,0,
field,NGSL,0,0,
fifteen,Spoken,0,0,
fifty,Spoken,0,0,
fight,NGSL,0,0,
figure,NGSL;Spoken,0,0,
file,NGSL,0,0,
fill,NGSL;Spoken,0,0,
film,NGSL,0,0,
filter,NGSL,0,0,
fin,NAWL,0,0,
final,NGSL,0,0,
finally,NGSL,0,0,
finance,NGSL,0,0,
financial,NGSL,2,1,2025-11-09T08:55:46+00:00
find,NGSL;Spoken,0,0,
fine,NGSL;Spoken,0,0,
finger,NGSL,0,0,
finish,NGSL;Spoken,0,0,
finite,NAWL,0,0,
fire,NGSL;Spoken,0,0,
firm,NGSL,1,1,2025-11-09T08:55:46+00:00
firmly,NGSL,0,0,
first,NGSL;Spoken,0,0,
firstly,NGSL,0,0,
fish,NGSL,0,0,
fit,NGSL;Spoken,0,0,
five,Spoken,0,0,
fix,NGSL,0,0,
flag,NGSL,0,0,
flash,NGSL,0,0,
flat,NGSL,0,0,
flesh,NAWL,0,0,
flexibility,NAWL,0,0,
flexible,NGSL,0,0,
flight,NGSL,0,0,
flip,NAWL,0,0,
float,NGSL,0,0,
flood,NGSL,0,0,
floor,NGSL;Spoken,0,0,
flow,NGSL,0,0,
flower,NGSL,0,0,
fluid,NAWL,0,0,
flux,NAWL,0,0,
fly,NGSL,0,0,
focus,NGSL;Spoken,0,0,
fold,NGSL,0,0,
folk,NGSL,0,0,
follow,NGSL;Spoken,0,0,
food,NGSL;Spoken,0,0,
fool,NGSL,0,0,
foot,NGSL;Spoken,0,0,
football,NGSL,0,0,
footnote,NAWL,0,0,
for,NGSL;Spoken,0,0,
force,NGSL;Spoken,0,0,
forecast,NGSL,0,0,
foreign,NGSL,0,0,
forest,NGSL,0,0,
forever,NGSL,0,0,
forget,NGSL;Spoken,0,0,
form,NGSL;Spoken,0,0,
formal,NGSL,0,0,
formally,NAWL,0,0,
format,NGSL,0,0,
formation,NGSL,0,0,
former,NGSL,1,1,2025-11-09T08:55:46+00:00
formula,NGSL,0,0,
formulation,NAWL,0,0,
forth,NGSL,0,0,
fortunate,NGSL,0,0,
fortune,NGSL,0,0,
forty,Spoken,0,0,
forum,NAWL,0,0,
forward,NGSL;Spoken,0,0,
fossil,NAWL,0,0,
found,NGSL,0,0,
foundation,NGSL,0,0,
four,Spoken,0,0,
fraction,NAWL,0,0,
fracture,NAWL,0,0,
fragment,NGSL,0,0,
frame,NGSL,0,0,
framework,NGSL,0,0,
free,NGSL;Spoken,0,0,
freedom,NGSL,0,0,
freely,NAWL,0,0,
freeze,NGSL,0,0,
frequency,NGSL,0,0,
frequent,NGSL,0,0,
frequently,NGSL,0,0,
fresh,NGSL,0,0,
friction,NAWL,0,0,
friend,NGSL;Spoken,0,0,
friendly,NGSL,0,0,
friendship,NGSL,0,0,
frighten,NGSL,0,0,
fringe,NAWL,0,0,
from,NGSL;Spoken,0,0,
front,NGSL;Spoken,0,0,
fruit,NGSL,0,0,
fuel,NGSL,0,0,
fulfill,NGSL,0,0,
full,NGSL;Spoken,0,0,
fully,NGSL,0,0,
fun,NGSL;Spoken,0,0,
function,NGSL,0,0,
functional,NGSL,0,0,
fund,NGSL;Spoken,0,0,
fundamental,NGSL,0,0,
fundamentally,NAWL,0,0,
fungus,NAWL,0,0,
funny,NGSL;Spoken,0,0,
furniture,NGSL,0,0,
further,NGSL;Spoken,0,0,
furthermore,NGSL,0,0,
fusion,NAWL,0,0,
future,NGSL;Spoken,0,0,
gain,NGSL,0,0,
gallery,NGSL,0,0,
game,NGSL;Spoken,0,0,
gap,NGSL,0,0,
garden,NGSL,0,0,
gas,NGSL,0,0,
gate,NGSL,0,0,
gather,NGSL,0,0,
gauge,NAWL,0,0,
gay,NGSL,0,0,
gaze,NGSL,0,0,
gear,NGSL,0,0,
gender,NGSL,0,0,
gene,NGSL,0,0,
general,NGSL;Spoken,0,0,
generalization,NAWL,0,0,
generalize,NAWL,0,0,
generally,NGSL,0,0,
generate,NGSL,0,0,
generation,NGSL,0,0,
genetic,NGSL,0,0,
genetically,NAWL,0,0,
genetics,NAWL,0,0,
gentle,NGSL,0,0,
gentleman,NGSL,0,0,
gently,NGSL,0,0,
genuine,NGSL,0,0,
gesture,NGSL,0,0,
get,NGSL;Spoken,0,0,
ghost,NAWL,0,0,
giant,NGSL,0,0,
gift,NGSL,0,0,
girl,NGSL;Spoken,0,0,
give,NGSL;Spoken,0,0,
glad,NGSL,0,0,
glance,NGSL,0,0,
glass,NGSL,0,0,
global,NGSL,0,0,
globalization,NAWL,0,0,
go,NGSL;Spoken,0,0,
goal,NGSL,0,0,
goat,NAWL,0,0,
god,NGSL,0,0,
gold,NGSL,0,0,
golden,NGSL,0,0,
golf,NGSL,0,0,
good,NGSL;Spoken,0,0,
goodness,NAWL,0,0,
goods,NAWL,0,0,
govern,NGSL,0,0,
government,NGSL;Spoken,0,0,
governor,NGSL,0,0,
grab,NGSL,0,0,
grade,NGSL;Spoken,0,0,
gradient,NAWL,0,0,
gradually,NGSL,0,0,
graduate,NGSL,0,0,
grain,NGSL,0,0,
gram,NAWL,0,0,
grammar,NGSL,0,0,
grammatical,NAWL,0,0,
grand,NGSL,0,0,
grandmother,NGSL,0,0,
grant,NGSL,0,0,
graph,NAWL,0,0,
grasp,NAWL,0,0,
grass,NGSL,0,0,
grateful,NGSL,0,0,
gravity,NAWL,0,0,
gray,NGSL,0,0,
great,NGSL;Spoken,0,0,
greatly,NGSL,0,0,
green,NGSL,0,0,
greet,NGSL,0,0,
grid,NAWL,0,0,
grin,NGSL,0,0,
gross,NAWL,0,0,
ground,NGSL,0,0,
group,NGSL;Spoken,0,0,
grow,NGSL;Spoken,0,0,
growth,NGSL,0,0,
guarantee,NGSL,0,0,
guard,NGSL,0,0,
guess,NGSL;Spoken,0,0,
guest,NGSL,0,0,
guide,NGSL,0,0,
guideline,NGSL,0,0,
guilty,NGSL,0,0,
guitar,NGSL,0,0,
gun,NGSL,0,0,
gut,NAWL,0,0,
guy,NGSL;Spoken,0,0,
habit,NGSL,0,0,
habitat,NAWL,0,0,
hair,NGSL;Spoken,0,0,
half,NGSL;Spoken,0,0,
halfway,NAWL,0,0,
hall,NGSL,0,0,
hand,NGSL;Spoken,0,0,
handle,NGSL,0,0,
handout,NAWL,0,0,
hang,NGSL;Spoken,0,0,
happen,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
happiness,NGSL,0,0,
happy,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
harbor,NGSL,0,0,
hard,NGSL;Spoken,0,0,
hardly,NGSL,0,0,
harm,NGSL,0,0,
harvest,NAWL,0,0,
hat,NGSL,0,0,
hate,NGSL;Spoken,0,0,
have,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
hawk,NAWL,0,0,
he,NGSL;Spoken,0,0,
head,NGSL;Spoken,0,0,
headquarter,NAWL,0,0,
health,NGSL;Spoken,0,0,
healthy,NGSL,0,0,
hear,NGSL;Spoken,0,0,
heart,NGSL,0,0,
heat,NGSL,0,0,
heavily,NGSL,0,0,
heavy,NGSL,0,0,
hedge,NAWL,0,0,
height,NGSL,0,0,
helix,NAWL,0,0,
hell,NGSL,0,0,
hello,NGSL,0,0,
help,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
helpful,NGSL,0,0,
hence,NGSL,0,0,
hepatitis,NAWL,0,0,
herbicide,NAWL,0,0,
here,NGSL;Spoken,0,0,
hero,NGSL,0,0,
herself,NGSL,0,0,
hesitate,NGSL,0,0,
hi,NGSL,0,0,
hide,NGSL,0,0,
hierarchy,NAWL,0,0,
high,NGSL;Spoken,0,0,
highlight,NGSL,0,0,
highly,NGSL,0,0,
hill,NGSL,0,0,
himself,NGSL,0,0,
hint,NGSL,0,0,
hip,NAWL,0,0,
hire,NGSL,0,0,
historian,NGSL,0,0,
historic,NGSL,0,0,
historical,NGSL,0,0,
historically,NAWL,0,0,
history,NGSL,0,0,
hit,NGSL;Spoken,0,0,
hold,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
holder,NGSL,0,0,
hole,NGSL,0,0,
holiday,NGSL;Spoken,0,0,
home,NGSL;Spoken,0,0,
homework,NAWL,0,0,
honest,NGSL,0,0,
honor,NGSL,0,0,
hook,NGSL,0,0,
hope,NGSL;Spoken,0,0,
hopefully,NGSL,0,0,
horizon,NAWL,0,0,
horizontal,NAWL,0,0,
hormone,NAWL,0,0,
horrible,NGSL,0,0,
horse,NGSL,0,0,
hospital,NGSL;Spoken,0,0,
host,NGSL,0,0,
hot,NGSL;Spoken,0,0,
hotel,NGSL,0,0,
hour,NGSL;Spoken,0,0,
house,NGSL;Spoken,0,0,
household,NGSL,0,0,
how,NGSL;Spoken,0,0,
however,NGSL,1,1,2025-11-09T08:55:46+00:00
huge,NGSL,0,0,
human,NGSL,0,0,
humor,NGSL,0,0,
hundred,Spoken,0,0,
hunger,NGSL,0,0,
hunt,NGSL,0,0,
hurry,NGSL,0,0,
hurt,NGSL,0,0,
husband,NGSL;Spoken,0,0,
hydrogen,NAWL,0,0,
hypothesis,NGSL,0,0,
i,NGSL;Spoken,0,0,
ice,NGSL,0,0,
idea,NGSL;Spoken,0,0,
ideal,NGSL,0,0,
identical,NAWL,0,0,
identification,NAWL,0,0,
identify,NGSL,0,0,
identity,NGSL,0,0,
ideology,NAWL,0,0,
if,NGSL;Spoken,0,0,
ignore,NGSL,0,0,
ill,NGSL,0,0,
illegal,NGSL,0,0,
illness,NGSL,0,0,
illusion,NAWL,0,0,
illustrate,NGSL,0,0,
illustration,NGSL,0,0,
image,NGSL,0,0,
imagination,NGSL,0,0,
imagine,NGSL;Spoken,0,0,
immediate,NGSL,0,0,
immediately,NGSL,0,0,
immigrant,NGSL,0,0,
immigration,NGSL,0,0,
immune,NAWL,0,0,
impact,NAWL,0,0,
implement,NGSL,0,0,
implementation,NGSL,0,0,
implication,NGSL,0,0,
implicit,NAWL,0,0,
imply,NGSL,0,0,
import,NGSL,0,0,
importance,NGSL,0,0,
important,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
importantly,NAWL,0,0,
impose,NGSL,0,0,
impossible,NGSL,0,0,
impress,NGSL,0,0,
impression,NGSL,0,0,
impressive,NGSL,0,0,
improve,NGSL,0,0,
improvement,NGSL,0,0,
impulse,NAWL,0,0,
in,NGSL;Spoken,0,0,
incentive,NGSL,0,0,
inch,NGSL,0,0,
incidence,NAWL,0,0,
incident,NGSL,0,0,
incline,NAWL,0,0,
include,NGSL;Spoken,0,0,
inclusion,NAWL,0,0,
income,NGSL,0,0,
incorporate,NGSL,0,0,
increase,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
increasingly,NGSL,0,0,
incredible,NAWL,0,0,
incredibly,NAWL,0,0,
incumbent,NAWL,0,0,
indeed,NGSL,0,0,
independence,NGSL,0,0,
independent,NGSL,0,0,
independently,NAWL,0,0,
index,NGSL,0,0,
indicate,NGSL,0,0,
indication,NGSL,0,0,
indicator,NAWL,0,0,
indifference,NAWL,0,0,
indigenous,NAWL,0,0,
indirect,NAWL,0,0,
individual,NGSL;Spoken,0,0,
individually,NAWL,0,0,
induce,NAWL,0,0,
induction,NAWL,0,0,
industrial,NGSL,0,0,
industrialization,NAWL,0,0,
industrialize,NAWL,0,0,
industry,NGSL,1,1,2025-11-09T08:55:46+00:00
inequality,NAWL,0,0,
inevitably,NAWL,0,0,
infant,NGSL,0,0,
infect,NAWL,0,0,
infection,NGSL,0,0,
infectious,NAWL,0,0,
inference,NAWL,0,0,
inferior,NAWL,0,0,
infinite,NAWL,0,0,
infinity,NAWL,0,0,
inflation,NGSL,0,0,
influence,NGSL,0,0,
influential,NAWL,0,0,
inform,NGSL,0,0,
informal,NAWL,0,0,
information,NGSL;Spoken,0,0,
inhibit,NAWL,0,0,
inhibition,NAWL,0,0,
initial,NGSL,0,0,
initially,NGSL,0,0,
initiate,NAWL,0,0,
initiation,NAWL,0,0,
initiative,NGSL,0,0,
inject,NAWL,0,0,
injection,NAWL,0,0,
injure,NGSL,0,0,
injury,NGSL,0,0,
innate,NAWL,0,0,
inner,NGSL,0,0,
innocent,NGSL,0,0,
innovation,NGSL,0,0,
input,NGSL,0,0,
inquiry,NGSL,0,0,
insect,NAWL,0,0,
insert,NAWL,0,0,
inside,NGSL,0,0,
insight,NGSL,0,0,
insist,NGSL,0,0,
inspire,NGSL,0,0,
instability,NAWL,0,0,
install,NGSL,0,0,
instance,NGSL,0,0,
instead,NGSL;Spoken,0,0,
instinct,NAWL,0,0,
institution,NGSL,0,0,
institutional,NGSL,0,0,
instruction,NGSL,0,0,
instrument,NGSL,0,0,
insurance,NGSL,0,0,
insure,NGSL,0,0,
integral,NAWL,0,0,
integrate,NGSL,0,0,
integration,NAWL,0,0,
intellectual,NGSL,0,0,
intelligence,NGSL,0,0,
intend,NGSL,0,0,
intense,NGSL,0,0,
intensity,NAWL,0,0,
intensive,NAWL,0,0,
intention,NGSL,0,0,
interact,NAWL,0,0,
interaction,NGSL,1,1,2025-11-09T08:55:46+00:00
interest,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
interestingly,NAWL,0,0,
interface,NAWL,0,0,
interfere,NAWL,0,0,
interior,NGSL,0,0,
intermediate,NAWL,0,0,
internal,NGSL,0,0,
international,NGSL,0,0,
interpret,NGSL,0,0,
interpretation,NGSL,0,0,
interrupt,NAWL,0,0,
interval,NAWL,0,0,
intervene,NAWL,0,0,
intervention,NGSL,0,0,
interview,NGSL,0,0,
interviewer,NAWL,0,0,
into,NGSL;Spoken,0,0,
introduce,NGSL,0,0,
introduction,NGSL,0,0,
invade,NAWL,0,0,
invasion,NAWL,0,0,
invent,NGSL,0,0,
inversion,NAWL,0,0,
invert,NAWL,0,0,
invest,NGSL,4,1,2025-11-09T08:55:46+00:00
investigate,NGSL,0,0,
investigation,NGSL,0,0,
investment,NGSL,3,1,2025-11-09T08:55:46+00:00
investor,NGSL,0,0,
invitation,NGSL,0,0,
invite,NGSL,0,0,
involve,NGSL;Spoken,0,0,
involvement,NGSL,0,0,
ion,NAWL,0,0,
iron,NGSL,0,0,
irrelevant,NAWL,0,0,
irrigation,NAWL,0,0,
island,NGSL,0,0,
isolate,NGSL,0,0,
issue,NGSL;Spoken,0,0,
it,NGSL;Spoken,0,0,
item,NGSL;Spoken,0,0,
itself,NGSL;Spoken,0,0,
jacket,NGSL,0,0,
jail,NGSL,0,0,
jazz,NAWL,0,0,
job,NGSL;Spoken,0,0,
join,NGSL,0,0,
joint,NGSL,0,0,
joke,NGSL,0,0,
journal,NGSL,0,0,
journalist,NGSL,0,0,
journey,NGSL,0,0,
joy,NGSL,0,0,
judge,NGSL,0,0,
judgment,NGSL,0,0,
jump,NGSL,0,0,
junior,NAWL,0,0,
jury,NGSL,0,0,
just,NGSL;Spoken,0,0,
justice,NGSL,0,0,
justification,NAWL,0,0,
justify,NGSL,0,0,
keen,NGSL,0,0,
keep,NGSL;Spoken,0,0,
key,NGSL,0,0,
kick,NGSL,0,0,
kid,NGSL;Spoken,0,0,
kidney,NAWL,0,0,
kill,NGSL;Spoken,0,0,
kilometer,NAWL,0,0,
kind,NGSL;Spoken,0,0,
king,NGSL,0,0,
kiss,NGSL,0,0,
kitchen,NGSL,0,0,
knee,NGSL,0,0,
knife,NGSL,0,0,
knock,NGSL,0,0,
know,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
knowledge,NGSL,0,0,
lab,NAWL,0,0,
label,NGSL,0,0,
labor,NGSL,0,0,
laboratory,NGSL,0,0,
lack,NGSL,0,0,
lady,NGSL;Spoken,0,0,
lake,NGSL,0,0,
land,NGSL;Spoken,0,0,
landscape,NGSL,0,0,
language,NGSL;Spoken,0,0,
large,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
largely,NGSL,0,0,
last,NGSL;Spoken,0,0,
late,NGSL;Spoken,0,0,
lateral,NAWL,0,0,
latter,NGSL,0,0,
laugh,NGSL;Spoken,0,0,
laughter,NGSL;Spoken,0,0,
launch,NGSL,0,0,
law,NGSL;Spoken,0,0,
lawyer,NGSL,0,0,
lay,NGSL,0,0,
layer,NGSL,0,0,
layout,NAWL,0,0,
lazy,NGSL,0,0,
lead,NGSL;Spoken,0,0,
leader,NGSL,0,0,
leadership,NGSL,0,0,
leaf,NAWL,0,0,
league,NGSL,0,0,
lean,NGSL,0,0,
leap,NGSL,0,0,
learn,NGSL;Spoken,0,0,
least,NGSL;Spoken,0,0,
leather,NGSL,0,0,
leave,NGSL;Spoken,0,0,
lecture,NGSL,0,0,
lecturer,NAWL,0,0,
left,NGSL,0,0,
leg,NGSL,0,0,
legal,NGSL,0,0,
legend,NAWL,0,0,
legislation,NGSL,0,0,
legitimate,NAWL,0,0,
leisure,NAWL,0,0,
lend,NGSL,0,0,
