word,lists,seen_tokens,seen_articles,last_seen
length,NGSL,0,0,
less,NGSL;Spoken,0,0,
lesson,NGSL,0,0,
let,NGSL;Spoken,0,0,
letter,NGSL;Spoken,0,0,
level,NGSL;Spoken,0,0,
lever,NAWL,0,0,
lexical,NAWL,0,0,
liability,NGSL,0,0,
liable,NAWL,0,0,
liberal,NGSL,0,0,
library,NGSL,0,0,
license,NGSL,0,0,
lie,NGSL,0,0,
life,NGSL;Spoken,0,0,
lifestyle,NAWL,0,0,
lifetime,NAWL,0,0,
lift,NGSL,0,0,
light,NGSL;Spoken,0,0,
like,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
likelihood,NAWL,0,0,
likely,NGSL,0,0,
likewise,NAWL,0,0,
limb,NAWL,0,0,
limit,NGSL,0,0,
limitation,NGSL,0,0,
line,NGSL;Spoken,0,0,
linear,NAWL,0,0,
linguistic,NAWL,0,0,
linguistics,NAWL,0,0,
link,NGSL,0,0,
lip,NGSL,0,0,
liquid,NGSL,0,0,
list,NGSL;Spoken,0,0,
listen,NGSL;Spoken,0,0,
listener,NGSL,0,0,
liter,NAWL,0,0,
literally,NGSL,0,0,
literary,NGSL,0,0,
literature,NGSL,0,0,
little,NGSL;Spoken,0,0,
live,NGSL;Spoken,0,0,
liver,NAWL,0,0,
load,NGSL;Spoken,0,0,
loan,NGSL,0,0,
local,NGSL;Spoken,0,0,
locally,NAWL,0,0,
locate,NGSL,0,0,
location,NGSL,0,0,
lock,NGSL,0,0,
locus,NAWL,0,0,
log,NGSL,0,0,
logic,NGSL,0,0,
logical,NAWL,0,0,
long,NGSL;Spoken,0,0,
longitudinal,NAWL,0,0,
look,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
loop,NAWL,0,0,
loose,NGSL,0,0,
lose,NGSL;Spoken,0,0,
loss,NGSL,0,0,
lot,NGSL;Spoken,0,0,
loud,NGSL,0,0,
love,NGSL;Spoken,0,0,
lovely,NGSL;Spoken,0,0,
lover,NGSL,0,0,
low,NGSL;Spoken,0,0,
luck,NGSL,0,0,
lucky,NGSL,0,0,
lump,NAWL,0,0,
lunch,NGSL,0,0,
lung,NAWL,0,0,
luxury,NGSL,0,0,
machine,NGSL;Spoken,0,0,
machinery,NAWL,0,0,
mad,NGSL,0,0,
magazine,NGSL,0,0,
magic,NGSL,0,0,
magnetic,NAWL,0,0,
magnitude,NAWL,0,0,
mail,NGSL,0,0,
main,NGSL;Spoken,0,0,
mainly,NGSL,0,0,
maintain,NGSL,0,0,
maintenance,NGSL,0,0,
major,NGSL;Spoken,0,0,
majority,NGSL,0,0,
make,NGSL;Spoken,0,0,
maker,NGSL,0,0,
male,NGSL,0,0,
mall,NAWL,0,0,
man,NGSL;Spoken,0,0,
manage,NGSL,0,0,
management,NGSL,0,0,
manager,NGSL,0,0,
manipulate,NAWL,0,0,
manipulation,NAWL,0,0,
manner,NGSL,0,0,
manual,NAWL,0,0,
manufacture,NGSL,0,0,
manufacturer,NGSL,0,0,
manuscript,NAWL,0,0,
many,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
map,NGSL,0,0,
marble,NAWL,0,0,
march,NGSL,0,0,
margin,NGSL,0,0,
marginal,NAWL,0,0,
mark,NGSL,0,0,
marker,NAWL,0,0,
market,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
marriage,NGSL,0,0,
marrow,NAWL,0,0,
marry,NGSL;Spoken,0,0,
mass,NGSL,0,0,
massive,NGSL,0,0,
master,NGSL,0,0,
match,NGSL,0,0,
mate,NGSL,0,0,
material,NGSL,0,0,
maternal,NAWL,0,0,
mathematical,NAWL,0,0,
mathematics,NGSL;Spoken,0,0,
matrix,NAWL,0,0,
matter,NGSL;Spoken,0,0,
mature,NGSL,0,0,
maximize,NAWL,0,0,
maximum,NGSL,0,0,
may,NGSL;Spoken,0,0,
maybe,NGSL;Spoken,0,0,
mayor,NGSL,0,0,
meal,NGSL,0,0,
mean,NGSL;Spoken,0,0,
meaningful,NAWL,0,0,
meanwhile,NGSL,0,0,
measure,NGSL,0,0,
measurement,NGSL,0,0,
meat,NGSL,0,0,
mechanic,NAWL,0,0,
mechanical,NAWL,0,0,
mechanism,NGSL,0,0,
media,NAWL,0,0,
mediate,NAWL,0,0,
medical,NGSL,0,0,
medicine,NGSL,0,0,
medium,NGSL,0,0,
meet,NGSL;Spoken,0,0,
member,NGSL;Spoken,0,0,
membership,NGSL,0,0,
membrane,NAWL,0,0,
memorize,NAWL,0,0,
memory,NGSL,0,0,
mental,NGSL,0,0,
mention,NGSL;Spoken,0,0,
mentor,NAWL,0,0,
menu,NGSL,0,0,
mercury,NAWL,0,0,
mere,NGSL,0,0,
merely,NGSL,0,0,
merge,NAWL,0,0,
mess,NGSL,0,0,
message,NGSL,0,0,
messenger,NAWL,0,0,
metabolism,NAWL,0,0,
metal,NGSL,0,0,
metaphor,NAWL,0,0,
meter,NGSL,0,0,
method,NGSL,0,0,
methodology,NAWL,0,0,
micro,NAWL,0,0,
mid,NAWL,0,0,
middle,NGSL;Spoken,0,0,
might,NGSL;Spoken,0,0,
migrate,NAWL,0,0,
migration,NAWL,0,0,
mile,NGSL;Spoken,0,0,
military,NGSL,0,0,
milk,NGSL,0,0,
millimeter,NAWL,0,0,
million,Spoken,1,1,2025-11-09T08:55:46+00:00
mind,NGSL;Spoken,0,0,
mine,NGSL;Spoken,0,0,
mineral,NAWL,0,0,
minimal,NAWL,0,0,
minimize,NAWL,0,0,
minimum,NGSL,0,0,
minister,NGSL,0,0,
minor,NGSL,0,0,
minority,NGSL,0,0,
minus,NAWL,0,0,
minute,NGSL;Spoken,0,0,
mirror,NGSL,0,0,
miss,NGSL;Spoken,0,0,
missile,NAWL,0,0,
mission,NGSL,0,0,
mistake,NGSL,0,0,
mix,NGSL,0,0,
mixture,NGSL,0,0,
mobile,NGSL,0,0,
mobility,NAWL,0,0,
mode,NGSL,0,0,
model,NGSL,0,0,
moderate,NGSL,0,0,
modern,NGSL,0,0,
modification,NAWL,0,0,
modify,NGSL,0,0,
module,NGSL,0,0,
mole,NAWL,0,0,
molecular,NAWL,0,0,
molecule,NAWL,0,0,
mom,NGSL,0,0,
moment,NGSL;Spoken,0,0,
momentum,NAWL,0,0,
monetary,NAWL,0,0,
money,NGSL;Spoken,0,0,
monitor,NGSL,0,0,
monkey,NAWL,0,0,
monopoly,NAWL,0,0,
month,NGSL;Spoken,0,0,
monthly,NGSL,0,0,
mood,NGSL,0,0,
moon,NGSL,0,0,
moral,NGSL,0,0,
morality,NAWL,0,0,
more,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
moreover,NGSL,0,0,
morning,NGSL;Spoken,0,0,
morphological,NAWL,0,0,
morphology,NAWL,0,0,
mortality,NAWL,0,0,
mortgage,NGSL,0,0,
most,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
mostly,NGSL,0,0,
mother,NGSL;Spoken,0,0,
motif,NAWL,0,0,
motion,NGSL,0,0,
motivate,NGSL,0,0,
motivation,NGSL,0,0,
motive,NAWL,0,0,
motor,NGSL,0,0,
mount,NGSL,0,0,
mountain,NGSL,0,0,
mouse,NGSL,0,0,
mouth,NGSL,0,0,
move,NGSL;Spoken,0,0,
movement,NGSL,0,0,
movie,NGSL;Spoken,0,0,
much,NGSL;Spoken,0,0,
multi,NAWL,0,0,
multinational,NAWL,0,0,
multiple,NGSL,0,0,
multiply,NAWL,0,0,
murder,NGSL,0,0,
muscle,NGSL,0,0,
museum,NGSL,0,0,
music,NGSL;Spoken,0,0,
musical,NGSL,0,0,
musician,NGSL,0,0,
must,NGSL;Spoken,0,0,
mutation,NAWL,0,0,
mutual,NGSL,0,0,
myself,NGSL;Spoken,0,0,
mystery,NGSL,0,0,
myth,NAWL,0,0,
naked,NAWL,0,0,
name,NGSL;Spoken,0,0,
namely,NAWL,0,0,
narrative,NGSL,0,0,
narrow,NGSL,0,0,
nasty,NAWL,0,0,
nation,NGSL,0,0,
national,NGSL;Spoken,0,0,
nationalism,NAWL,0,0,
native,NGSL,0,0,
natural,NGSL,0,0,
naturally,NGSL,0,0,
nature,NGSL,0,0,
near,NGSL;Spoken,0,0,
nearby,NGSL,0,0,
nearly,NGSL,0,0,
neat,NAWL,0,0,
necessarily,NGSL,0,0,
necessary,NGSL,0,0,
necessity,NAWL,0,0,
neck,NGSL,0,0,
need,NGSL;Spoken,0,0,
negative,NGSL,0,0,
neglect,NGSL,0,0,
negotiate,NGSL,0,0,
negotiation,NGSL,0,0,
neighbor,NGSL,0,0,
neighborhood,NGSL,0,0,
neither,NGSL,0,0,
neo,NAWL,0,0,
nerve,NGSL,0,0,
nervous,NGSL,0,0,
nest,NAWL,0,0,
net,NGSL,0,0,
network,NGSL,0,0,
neural,NAWL,0,0,
neuron,NAWL,0,0,
neutral,NAWL,0,0,
never,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
nevertheless,NGSL,0,0,
new,NGSL;Spoken,0,0,
newly,NGSL,0,0,
news,NGSL;Spoken,2,1,2025-11-09T08:55:46+00:00
newspaper,NGSL,0,0,
next,NGSL;Spoken,0,0,
nice,NGSL;Spoken,0,0,
nicely,NAWL,0,0,
niche,NAWL,0,0,
night,NGSL;Spoken,0,0,
nine,Spoken,0,0,
nineteen,Spoken,0,0,
ninety,Spoken,0,0,
nitrogen,NAWL,0,0,
no,NGSL;Spoken,0,0,
noble,NAWL,0,0,
nobody,NGSL;Spoken,0,0,
node,NAWL,0,0,
noise,NGSL;Spoken,0,0,
noisy,NAWL,0,0,
nominal,NAWL,0,0,
non,NAWL,0,0,
none,NGSL,0,0,
nonetheless,NAWL,0,0,
nonlinear,NAWL,0,0,
nor,NGSL,0,0,
norm,NAWL,0,0,
normal,NGSL,0,0,
normally,NGSL;Spoken,0,0,
north,NGSL,0,0,
northern,NGSL,0,0,
nose,NGSL,0,0,
not,NGSL;Spoken,0,0,
notation,NAWL,0,0,
note,NGSL;Spoken,0,0,
nothing,NGSL;Spoken,0,0,
notice,NGSL;Spoken,0,0,
notion,NGSL,0,0,
noun,NGSL,0,0,
novel,NGSL,0,0,
novice,NAWL,0,0,
now,NGSL;Spoken,0,0,
nowadays,NGSL,0,0,
nowhere,NGSL,0,0,
nuclear,NGSL,0,0,
nucleus,NAWL,0,0,
null,NAWL,0,0,
number,NGSL;Spoken,0,0,
numerical,NAWL,0,0,
numerous,NGSL,0,0,
nurse,NGSL,0,0,
nutrient,NAWL,0,0,
object,NGSL,0,0,
objection,NAWL,0,0,
objective,NGSL,0,0,
obligation,NGSL,0,0,
obscure,NAWL,0,0,
observation,NGSL,0,0,
observe,NGSL,0,0,
observer,NAWL,0,0,
obtain,NAWL,0,0,
obvious,NGSL,0,0,
obviously,NGSL;Spoken,0,0,
occasion,NGSL,0,0,
occasionally,NGSL,0,0,
occupation,NAWL,0,0,
occupy,NGSL,0,0,
occur,NGSL,0,0,
occurrence,NAWL,0,0,
ocean,NGSL,0,0,
odd,NGSL,0,0,
of,NGSL;Spoken,0,0,
off,NGSL;Spoken,0,0,
offense,NGSL,0,0,
offer,NGSL;Spoken,0,0,
office,NGSL;Spoken,0,0,
officer,NGSL,0,0,
official,NGSL,0,0,
offspring,NAWL,0,0,
often,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
oil,NGSL,0,0,
okay,NGSL;Spoken,0,0,
old,NGSL;Spoken,0,0,
on,NGSL;Spoken,0,0,
once,NGSL;Spoken,0,0,
one,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
online,NGSL,0,0,
only,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
onset,NAWL,0,0,
onto,NGSL,0,0,
onwards,NAWL,0,0,
open,NGSL;Spoken,0,0,
opera,NGSL,0,0,
operate,NGSL,0,0,
operation,NGSL,0,0,
operator,NGSL,0,0,
opinion,NGSL,0,0,
opponent,NGSL,0,0,
opportunity,NGSL;Spoken,0,0,
oppose,NGSL,0,0,
opposite,NGSL,0,0,
opposition,NGSL,0,0,
optical,NAWL,0,0,
optimal,NAWL,0,0,
optimum,NAWL,0,0,
option,NGSL,0,0,
or,NGSL;Spoken,0,0,
oral,NAWL,0,0,
orange,NGSL,0,0,
order,NGSL;Spoken,0,0,
ordinary,NGSL,0,0,
organ,NAWL,0,0,
organic,NGSL,0,0,
organism,NAWL,0,0,
organization,NGSL,0,0,
organize,NGSL,0,0,
orient,NAWL,0,0,
orientation,NAWL,0,0,
origin,NGSL,0,0,
original,NGSL,0,0,
originally,NGSL,0,0,
oscillation,NAWL,0,0,
other,NGSL;Spoken,2,1,2025-11-09T08:55:46+00:00
otherwise,NGSL,0,0,
ought,NGSL;Spoken,0,0,
ourselves,NGSL,0,0,
out,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
outcome,NGSL,0,0,
outer,NAWL,0,0,
outlet,NAWL,0,0,
outline,NGSL,0,0,
output,NGSL,0,0,
outside,NGSL;Spoken,0,0,
over,NGSL;Spoken,0,0,
overall,NGSL,0,0,
overcome,NGSL,0,0,
overhead,NAWL,0,0,
overlap,NAWL,0,0,
overseas,NGSL,0,0,
overview,NAWL,0,0,
owe,NGSL,0,0,
own,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
owner,NGSL,0,0,
ownership,NGSL,0,0,
oxidize,NAWL,0,0,
oxygen,NAWL,0,0,
pace,NGSL,0,0,
pack,NGSL,0,0,
package,NGSL,0,0,
page,NGSL;Spoken,0,0,
pain,NGSL,0,0,
painful,NAWL,0,0,
paint,NGSL,0,0,
pair,NGSL,0,0,
pale,NGSL,0,0,
panel,NGSL,0,0,
panic,NGSL,0,0,
paper,NGSL;Spoken,0,0,
par,NAWL,0,0,
paradigm,NAWL,0,0,
paradox,NAWL,0,0,
paragraph,NGSL,0,0,
parallel,NGSL,0,0,
parameter,NAWL,0,0,
parcel,NAWL,0,0,
pardon,NAWL,7,1,2025-11-09T08:55:46+00:00
parent,NGSL;Spoken,0,0,
parental,NAWL,0,0,
parenthesis,NAWL,0,0,
park,NGSL;Spoken,0,0,
part,NGSL;Spoken,0,0,
partial,NAWL,0,0,
partially,NAWL,0,0,
participant,NGSL,0,0,
participate,NGSL,0,0,
participation,NGSL,0,0,
particle,NAWL,0,0,
particular,NGSL;Spoken,0,0,
particularly,NGSL;Spoken,0,0,
partition,NAWL,0,0,
partly,NGSL,0,0,
partner,NGSL,0,0,
partnership,NGSL,0,0,
party,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
pass,NGSL;Spoken,0,0,
passage,NGSL,0,0,
passenger,NGSL,0,0,
passion,NGSL,0,0,
past,NGSL;Spoken,0,0,
path,NGSL,0,0,
pathway,NAWL,0,0,
patient,NGSL,0,0,
pattern,NGSL,0,0,
pause,NGSL;Spoken,0,0,
pay,NGSL;Spoken,0,0,
payment,NGSL,0,0,
peace,NGSL,0,0,
peak,NGSL,0,0,
peasant,NAWL,0,0,
peer,NGSL,0,0,
pen,NGSL,0,0,
penalty,NGSL,0,0,
pension,NGSL,0,0,
people,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
per,NGSL;Spoken,0,0,
perceive,NGSL,0,0,
percent,NGSL;Spoken,0,0,
percentage,NGSL,0,0,
perception,NGSL,0,0,
perfect,NGSL,0,0,
perfectly,NGSL,0,0,
perform,NGSL,0,0,
performance,NGSL,0,0,
perhaps,NGSL;Spoken,0,0,
period,NGSL;Spoken,0,0,
periodic,NAWL,0,0,
peripheral,NAWL,0,0,
permanent,NGSL,0,0,
permission,NGSL,0,0,
permit,NGSL,0,0,
person,NGSL;Spoken,0,0,
personal,NGSL,0,0,
personality,NGSL,0,0,
personally,NGSL,1,1,2025-11-09T08:55:46+00:00
personnel,NGSL,0,0,
perspective,NGSL,0,0,
persuade,NGSL,0,0,
pest,NAWL,0,0,
pesticide,NAWL,0,0,
phase,NGSL,0,0,
phenomenal,NAWL,0,0,
phenomenon,NGSL,0,0,
philosopher,NAWL,0,0,
philosophical,NAWL,0,0,
philosophy,NGSL,0,0,
phone,NGSL;Spoken,0,0,
phonological,NAWL,0,0,
phosphate,NAWL,0,0,
photo,NGSL,0,0,
photograph,NGSL,0,0,
photographic,NAWL,0,0,
phrase,NGSL,0,0,
physical,NGSL,0,0,
physically,NAWL,0,0,
physician,NAWL,0,0,
physics,NAWL,0,0,
physiological,NAWL,0,0,
pi,NAWL,0,0,
piano,NGSL,0,0,
pick,NGSL;Spoken,0,0,
picture,NGSL;Spoken,0,0,
piece,NGSL;Spoken,0,0,
pig,NGSL,0,0,
pile,NGSL,0,0,
pilot,NGSL,0,0,
pink,NGSL,0,0,
pipe,NGSL,0,0,
pitch,NGSL,0,0,
place,NGSL;Spoken,0,0,
plain,NGSL,0,0,
plan,NGSL;Spoken,0,0,
plane,NGSL,0,0,
planet,NGSL,0,0,
planner,NAWL,0,0,
plant,NGSL,0,0,
plantation,NAWL,0,0,
plastic,NGSL,0,0,
plate,NGSL,0,0,
platform,NGSL,0,0,
plausible,NAWL,0,0,
play,NGSL;Spoken,0,0,
player,NGSL,0,0,
pleasant,NGSL,0,0,
please,NGSL;Spoken,0,0,
pleasure,NGSL,0,0,
plenty,NGSL,0,0,
plot,NGSL,0,0,
plug,NAWL,0,0,
plural,NAWL,0,0,
plus,NGSL;Spoken,0,0,
pocket,NGSL,0,0,
poem,NGSL,0,0,
poet,NGSL,0,0,
poetry,NGSL,0,0,
point,NGSL;Spoken,0,0,
polar,NAWL,0,0,
pole,NAWL,0,0,
police,NGSL;Spoken,0,0,
policy,NGSL;Spoken,0,0,
political,NGSL,0,0,
politically,NAWL,0,0,
politician,NGSL,0,0,
politics,NGSL,0,0,
poll,NGSL,0,0,
pollution,NGSL,0,0,
pool,NGSL,0,0,
poor,NGSL,0,0,
pop,NGSL,0,0,
popular,NGSL,1,1,2025-11-09T08:55:46+00:00
population,NGSL,0,0,
port,NGSL,0,0,
portfolio,NAWL,0,0,
portion,NGSL,0,0,
portrait,NGSL,0,0,
portray,NAWL,0,0,
portrayal,NAWL,0,0,
pose,NGSL,0,0,
position,NGSL;Spoken,0,0,
positive,NGSL,0,0,
positively,NAWL,0,0,
possess,NGSL,0,0,
possession,NGSL,0,0,
possibility,NGSL,0,0,
possible,NGSL;Spoken,0,0,
possibly,NGSL,0,0,
post,NGSL,0,0,
poster,NAWL,0,0,
postgraduate,NAWL,0,0,
pot,NGSL,0,0,
potassium,NAWL,0,0,
potato,NGSL,0,0,
potential,NGSL,0,0,
potentially,NGSL,0,0,
pound,NGSL;Spoken,0,0,
pour,NGSL,0,0,
poverty,NGSL,0,0,
powder,NAWL,0,0,
power,NGSL;Spoken,0,0,
powerful,NGSL,0,0,
practical,NGSL,0,0,
practice,NGSL,0,0,
practitioner,NAWL,0,0,
pragmatic,NAWL,0,0,
praise,NGSL,0,0,
pray,NGSL,0,0,
pre,NAWL,0,0,
precede,NAWL,0,0,
precipitate,NAWL,0,0,
precipitation,NAWL,0,0,
precise,NGSL,0,0,
precisely,NGSL,0,0,
predator,NAWL,0,0,
predict,NGSL,0,0,
prediction,NAWL,0,0,
predominantly,NAWL,0,0,
prefer,NGSL,0,0,
preference,NGSL,0,0,
pregnancy,NGSL,0,0,
pregnant,NGSL,0,0,
prejudice,NAWL,0,0,
preliminary,NAWL,0,0,
premise,NGSL,0,0,
preparation,NGSL,0,0,
prepare,NGSL,0,0,
presence,NGSL,0,0,
present,NGSL;Spoken,0,0,
presentation,NGSL,0,0,
preserve,NGSL,0,0,
president,NGSL,2,1,2025-11-09T08:55:46+00:00
presidential,NGSL,0,0,
press,NGSL;Spoken,0,0,
pressure,NGSL,0,0,
presumably,NGSL,0,0,
presume,NAWL,0,0,
pretend,NGSL,0,0,
pretty,NGSL;Spoken,0,0,
prevalence,NAWL,0,0,
prevent,NGSL,0,0,
previous,NGSL,0,0,
previously,NGSL,0,0,
prey,NAWL,0,0,
price,NGSL;Spoken,1,1,2025-11-09T08:55:46+00:00
pride,NGSL,0,0,
primarily,NGSL,0,0,
primary,NGSL,0,0,
prime,NGSL,0,0,
primer,NAWL,0,0,
primitive,NAWL,0,0,
principal,NGSL,0,0,
principle,NGSL,0,0,
print,NGSL,0,0,
printer,NGSL,0,0,
prior,NGSL,0,0,
priority,NGSL,0,0,
prison,NGSL,0,0,
prisoner,NGSL,0,0,
private,NGSL,0,0,
privilege,NGSL,0,0,
prize,NGSL,0,0,
pro,NGSL,0,0,
probability,NGSL,0,0,
probably,NGSL;Spoken,0,0,
probe,NAWL,0,0,
problem,NGSL;Spoken,0,0,
problematic,NAWL,0,0,
procedure,NGSL,0,0,
proceed,NGSL,0,0,
process,NGSL;Spoken,0,0,
processor,NAWL,0,0,
produce,NGSL;Spoken,0,0,
producer,NGSL,0,0,
product,NGSL;Spoken,0,0,
production,NGSL,0,0,
productive,NAWL,0,0,
productivity,NAWL,0,0,
profession,NGSL,0,0,
professional,NGSL,0,0,
professor,NGSL,0,0,
profile,NGSL,0,0,
profit,NGSL,0,0,
profound,NAWL,0,0,
program,NGSL;Spoken,0,0,
progress,NGSL,0,0,
progression,NAWL,0,0,
progressive,NAWL,0,0,
project,NGSL;Spoken,0,0,
projection,NAWL,0,0,
prominent,NAWL,0,0,
promise,NGSL,0,0,
promote,NGSL,0,0,
promotion,NGSL,0,0,
prompt,NGSL,0,0,
pronounce,NAWL,0,0,
proof,NGSL,0,0,
proper,NGSL,0,0,
properly,NGSL,0,0,
property,NGSL,0,0,
proportion,NGSL,0,0,
proposal,NGSL,0,0,
propose,NGSL,0,0,
proposition,NAWL,0,0,
prospect,NGSL,0,0,
protect,NGSL,0,0,
protection,NGSL,0,0,
protein,NGSL,0,0,
protest,NGSL,0,0,
protocol,NAWL,0,0,
proton,NAWL,0,0,
proud,NGSL,0,0,
prove,NGSL,0,0,
provide,NGSL;Spoken,0,0,
province,NGSL,0,0,
provision,NGSL,0,0,
psychiatric,NAWL,0,0,
psychological,NGSL,0,0,
psychologist,NAWL,0,0,
psychology,NAWL,0,0,
pub,NGSL,0,0,
public,NGSL;Spoken,0,0,
publication,NGSL,0,0,
publish,NAWL,0,0,
publisher,NGSL,0,0,
pull,NGSL;Spoken,0,0,
pulse,NAWL,0,0,
pump,NGSL,0,0,
punch,NAWL,0,0,
punish,NAWL,0,0,
punishment,NAWL,0,0,
pupil,NGSL,0,0,
purchase,NGSL,0,0,
pure,NGSL,0,0,
purely,NAWL,0,0,
purpose,NGSL;Spoken,0,0,
pursue,NGSL,0,0,
push,NGSL;Spoken,0,0,
put,NGSL;Spoken,0,0,
puzzle,NAWL,0,0,
qualification,NGSL,0,0,
qualify,NGSL,0,0,
qualitative,NAWL,0,0,
quality,NGSL;Spoken,0,0,
quantitative,NAWL,0,0,
quantity,NGSL,0,0,
quantum,NAWL,0,0,
quarter,NGSL,0,0,
question,NGSL;Spoken,0,0,
questionnaire,NAWL,0,0,
quick,NGSL;Spoken,0,0,
quickly,NGSL,0,0,
quiet,NGSL,0,0,
quietly,NGSL,0,0,
quite,NGSL;Spoken,0,0,
quiz,NAWL,0,0,
quotation,NAWL,0,0,
quote,NGSL,0,0,
race,NGSL,0,0,
racial,NGSL,0,0,
rack,NAWL,0,0,
radar,NAWL,0,0,
radiation,NAWL,0,0,
radical,NGSL,0,0,
radio,NGSL,0,0,
radius,NAWL,0,0,
rail,NGSL,0,0,
rain,NGSL,0,0,
rainfall,NAWL,0,0,
raise,NGSL;Spoken,0,0,
random,NGSL,0,0,
randomize,NAWL,0,0,
randomly,NAWL,0,0,
range,NGSL,0,0,
rank,NGSL,0,0,
rapid,NGSL,0,0,
rapidly,NGSL,0,0,
rare,NGSL,0,0,
rarely,NGSL,0,0,
rat,NGSL,0,0,
rate,NGSL;Spoken,0,0,
rather,NGSL;Spoken,0,0,
ratio,NGSL,0,0,
rational,NAWL,0,0,
rationality,NAWL,0,0,
raw,NGSL,0,0,
ray,NAWL,0,0,
reach,NGSL,0,0,
react,NGSL,0,0,
reaction,NGSL,0,0,
reactive,NAWL,0,0,
reactor,NAWL,0,0,
read,NGSL;Spoken,0,0,
reader,NGSL,0,0,
readily,NAWL,0,0,
ready,NGSL;Spoken,0,0,
real,NGSL;Spoken,0,0,
realism,NAWL,0,0,
realistic,NAWL,0,0,
reality,NGSL,0,0,
realize,NGSL;Spoken,0,0,
really,NGSL;Spoken,0,0,
realm,NAWL,0,0,
rear,NGSL,0,0,
reason,NGSL;Spoken,0,0,
reasonable,NGSL,0,0,
reasonably,NGSL,0,0,
recall,NGSL,0,0,
receive,NGSL;Spoken,0,0,
recent,NGSL,0,0,
recently,NGSL,3,1,2025-11-09T08:55:46+00:00
receptor,NAWL,0,0,
recipe,NAWL,0,0,
reckon,NGSL,0,0,
recognition,NGSL,0,0,
recognize,NGSL,0,0,
recommend,NGSL,0,0,
recommendation,NGSL,0,0,
reconstruct,NAWL,0,0,
record,NGSL;Spoken,0,0,
recover,NGSL,0,0,
recovery,NGSL,0,0,
recruit,NGSL,0,0,
red,NGSL;Spoken,0,0,
reduce,NGSL,0,0,
reduction,NGSL,0,0,
refer,NGSL,0,0,
reference,NGSL,0,0,
references,NAWL,0,0,
reflect,NGSL,0,0,
reflection,NGSL,0,0,
reform,NGSL,0,0,
refugee,NGSL,0,0,
refuse,NGSL,0,0,
regard,NGSL,0,0,
regardless,NGSL,0,0,
regime,NAWL,0,0,
region,NGSL,0,0,
regional,NGSL,0,0,
register,NGSL,0,0,
registration,NGSL,0,0,
regression,NAWL,0,0,
regret,NGSL,0,0,
regular,NGSL,0,0,
regularly,NGSL,0,0,
regulate,NGSL,0,0,
regulation,NGSL,0,0,
rehabilitation,NAWL,0,0,
reinforce,NAWL,0,0,
reject,NGSL,0,0,
rejection,NAWL,0,0,
relate,NGSL;Spoken,0,0,
relation,NGSL,0,0,
relationship,NGSL;Spoken,0,0,
relative,NGSL,0,0,
relatively,NGSL,0,0,
relax,NGSL,0,0,
release,NGSL,0,0,
relevant,NGSL,0,0,
reliability,NAWL,0,0,
reliable,NGSL,0,0,
relief,NGSL,0,0,
religion,NGSL,0,0,
religious,NGSL,0,0,
rely,NGSL,0,0,
remain,NGSL,0,0,
remark,NGSL,0,0,
remarkable,NGSL,0,0,
remember,NGSL;Spoken,0,0,
remind,NGSL,0,0,
remote,NGSL,0,0,
remove,NGSL,0,0,
render,NAWL,0,0,
rent,NGSL,0,0,
repair,NGSL,0,0,
repeat,NGSL,0,0,
repertoire,NAWL,0,0,
replace,NGSL,0,0,
replacement,NAWL,0,0,
replicate,NAWL,0,0,
replication,NAWL,0,0,
reply,NGSL,0,0,
report,NGSL;Spoken,0,0,
reporter,NGSL,0,0,
represent,NGSL,0,0,
representation,NGSL,0,0,
representative,NGSL,0,0,
reproduce,NAWL,0,0,
reproduction,NAWL,0,0,
republic,NAWL,0,0,
reputation,NGSL,0,0,
request,NGSL,0,0,
require,NGSL;Spoken,0,0,
requirement,NGSL,0,0,
rescue,NGSL,0,0,
research,NGSL;Spoken,0,0,
researcher,NGSL,0,0,
resemble,NAWL,0,0,
reserve,NGSL,0,0,
reservoir,NAWL,0,0,
resident,NGSL,0,0,
residual,NAWL,0,0,
residue,NAWL,0,0,
resign,NGSL,0,0,
resist,NGSL,0,0,
resistance,NGSL,0,0,
resistant,NAWL,0,0,
resolution,NGSL,0,0,
resolve,NGSL,0,0,
resort,NGSL,0,0,
resource,NGSL,0,0,
respect,NGSL,0,0,
respectively,NGSL,0,0,
respiratory,NAWL,0,0,
respond,NGSL,0,0,
response,NGSL;Spoken,0,0,
responsibility,NGSL,0,0,
responsible,NGSL,0,0,
rest,NGSL;Spoken,0,0,
restaurant,NGSL,0,0,
restore,NGSL,0,0,
restrict,NGSL,0,0,
restriction,NGSL,0,0,
result,NGSL;Spoken,0,0,
